2025-05-28 12:30:27 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 12:53:34 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 12:54:08 | ERROR    | __main__:analyze_data:433 - 执行分析时出错 (耗时: 34.22秒): Error invoking MCP tool correlation_analysis: Timed out while waiting for response to ClientRequest. Waited 5.0 seconds.
2025-05-28 12:54:08 | ERROR    | logger_config:log_error_with_context:137 - [ERROR] AgentsException: Error invoking MCP tool correlation_analysis: Timed out while waiting for response to ClientRequest. Waited 5.0 seconds. | Context: 用户请求=/home/work/disk1/LLM-ljw/agent/analysis-agent/data | 分析类型=auto | 处理时间=34.22s
2025-05-28 12:54:08 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析失败 | Data: 原因=Error invoking MCP tool correlation_analysis: Timed out while waiting for response to ClientRequest. Waited 5.0 seconds. | 处理时间=34.22s
2025-05-28 12:56:21 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 12:56:21 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 12:56:21 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 12:56:21 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 12:56:21 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 12:56:21 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 12:56:21 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 12:59:30 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点风速与风向的相关性...
2025-05-28 12:59:30 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点风速与风向的相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 12:59:30 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 12:59:30 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:00:15 | INFO     | __main__:analyze_data:378 - 分析完成，耗时: 44.35秒
2025-05-28 13:00:15 | INFO     | __main__:analyze_data:382 - 输出为工具调用结果
2025-05-28 13:00:15 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: | 变量组合 | 相关性 |
|---|---|
| 风速(m/s) vs 风向(°) | -0.267 |
...
2025-05-28 13:00:15 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 44.351s 
2025-05-28 13:00:15 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=44.35s | 成功=True
2025-05-28 13:01:12 | INFO     | __main__:analyze_data:330 - 收到分析请求: 再分析该站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:01:12 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '再分析该站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:01:12 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:01:12 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 3
2025-05-28 13:01:55 | INFO     | __main__:analyze_data:378 - 分析完成，耗时: 42.55秒
2025-05-28 13:01:55 | INFO     | __main__:analyze_data:382 - 输出为工具调用结果
2025-05-28 13:01:55 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '季节'...
2025-05-28 13:01:55 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 42.550s 
2025-05-28 13:01:55 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=3 | 处理时间=42.55s | 成功=True
2025-05-28 13:07:50 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:07:50 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:07:50 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:07:50 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:07:50 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:07:50 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:07:50 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:08:16 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:08:16 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:08:16 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:08:16 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:08:16 | ERROR    | __main__:analyze_data:434 - 执行分析时出错 (耗时: 0.00秒): 'Logger' object has no attribute 'inf'
2025-05-28 13:08:16 | ERROR    | logger_config:log_error_with_context:137 - [ERROR] AttributeError: 'Logger' object has no attribute 'inf' | Context: 用户请求=分析/home/work/disk1/LLM-ljw/agent/analysis-agent/da | 分析类型=auto | 处理时间=0.00s
2025-05-28 13:08:16 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析失败 | Data: 原因='Logger' object has no attribute 'inf' | 处理时间=0.00s
2025-05-28 13:08:35 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:08:35 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:08:35 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:08:35 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:08:35 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:08:35 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:08:35 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:08:42 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:08:42 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:08:42 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:08:42 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:08:42 | INFO     | __main__:analyze_data:358 - 当前对话[]
2025-05-28 13:09:37 | INFO     | __main__:analyze_data:379 - 分析完成，耗时: 54.17秒
2025-05-28 13:09:37 | INFO     | __main__:analyze_data:383 - 输出为工具调用结果
2025-05-28 13:09:37 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '风向方位'...
2025-05-28 13:09:37 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 54.174s 
2025-05-28 13:09:37 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=54.17s | 成功=True
2025-05-28 13:10:10 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:10:10 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:10:10 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:10:10 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:10:10 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:10:10 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:10:10 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:10:29 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:10:29 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:10:29 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:10:29 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:10:29 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:10:29 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:10:29 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:10:33 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:10:33 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:10:33 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:10:33 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:11:19 | INFO     | __main__:analyze_data:379 - 分析完成，耗时: 45.83秒
2025-05-28 13:11:19 | INFO     | __main__:analyze_data:383 - 输出为工具调用结果
2025-05-28 13:11:19 | INFO     | __main__:analyze_data:402 - 当前对话[{'role': 'user', 'content': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性'}]
2025-05-28 13:11:19 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '风向方位'...
2025-05-28 13:11:19 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 45.828s 
2025-05-28 13:11:19 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=45.83s | 成功=True
2025-05-28 13:13:31 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:13:31 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:13:31 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:13:31 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:13:31 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:13:31 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:13:31 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:13:42 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:13:42 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:13:42 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:13:42 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:13:42 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:13:42 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:13:42 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:13:50 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:13:50 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:13:50 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:13:50 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:14:31 | INFO     | __main__:analyze_data:379 - 分析完成，耗时: 41.03秒
2025-05-28 13:14:31 | INFO     | __main__:analyze_data:383 - 输出为工具调用结果
2025-05-28 13:14:31 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '季节'...
2025-05-28 13:14:31 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 41.035s 
2025-05-28 13:14:31 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=41.03s | 成功=True
2025-05-28 13:18:57 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:18:57 | ERROR    | __main__:initialize_server:145 - MCP服务器 correlation 连接失败: unhandled errors in a TaskGroup (1 sub-exception)
2025-05-28 13:18:57 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:18:57 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:18:57 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:18:57 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 0
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 0/4 个服务器成功启动
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:265 -   - correlation: 失败
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:18:57 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:18:57 | WARNING  | __main__:startup_event:274 - 警告: 没有成功启动任何MCP服务器，系统功能可能受限
2025-05-28 13:19:09 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:19:09 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:19:09 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:19:09 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:19:09 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:19:09 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:19:09 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:19:20 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:19:20 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:19:20 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:19:20 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:20:19 | INFO     | __main__:analyze_data:379 - 分析完成，耗时: 59.52秒
2025-05-28 13:20:19 | INFO     | __main__:analyze_data:383 - 输出为工具调用结果
2025-05-28 13:20:19 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '风向(°)'...
2025-05-28 13:20:19 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 59.523s 
2025-05-28 13:20:19 | INFO     | __main__:analyze_data:408 - 历史对话：
[{'role': 'user', 'content': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性'}, {'arguments': '{"correlation_method":"pearson","correlation_vars":["风速","臭氧浓度"],"filters":{"站点":"达旗白塔公园"},"group_by":["风向","季节"],"min_sample_size":30,"read_data_param":{"read_data_method":"PANDAS","read_data_query":"/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx"}}', 'call_id': 'call_pdxdbkfi', 'name': 'correlation_analysis', 'type': 'function_call', 'id': '__fake_id__'}, {'call_id': 'call_pdxdbkfi', 'output': '{"type":"text","text":"分析失败: \'风向(°)\'","annotations":null}', 'type': 'function_call_output'}]
2025-05-28 13:20:19 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=59.52s | 成功=True
2025-05-28 13:22:35 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:249 - 开始初始化智能数据分析系统...
2025-05-28 13:22:35 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 13:22:35 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 13:22:35 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 13:22:35 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 13:22:35 | INFO     | __main__:update_agent_tools:241 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:261 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:265 -   - correlation: 成功
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:265 -   - regression: 失败
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:265 -   - clustering: 失败
2025-05-28 13:22:35 | INFO     | __main__:initialize_system:265 -   - statistics: 失败
2025-05-28 13:22:46 | INFO     | __main__:analyze_data:330 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
2025-05-28 13:22:46 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 13:22:46 | INFO     | __main__:analyze_data:348 - 开始执行数据分析...
2025-05-28 13:22:46 | INFO     | __main__:analyze_data:357 - 当前对话历史长度: 0
2025-05-28 13:23:36 | INFO     | __main__:analyze_data:379 - 分析完成，耗时: 49.89秒
2025-05-28 13:23:36 | INFO     | __main__:analyze_data:383 - 输出为工具调用结果
2025-05-28 13:23:36 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: 分析失败: '季节'...
2025-05-28 13:23:36 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 49.891s 
2025-05-28 13:23:36 | INFO     | __main__:analyze_data:408 - 历史对话：
